id,title,price,currency_id,ITEM_CONDITION,SINGLE_OWNER,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,ENGINE_DISPLACEMENT,LINE,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,CYLINDERS,ENGINE_MANUFACTURER,LOADING_CAPACITY,LENGTH,MCO1744-CILIND,MCO1744-TRAC,MCO1744-COMBUS,MCO1744-KMTS
MCO866551977,Ford Fiesta ,47800000,COP,Usado,Sí,Ford,4,1.6,Gasolina,59638 km,Fiesta,Mecánica,1.6 Sportback Titanium,2017,1.6 L,g7,5,120 hp,Delantera
MCO866564332,Chevrolet Spark,18450000,COP,Usado,,Chevrolet,4,1.0,Gasolina,102400 km,Spark GT,Mecánica,1.0,2012,1000 L,,,,Delantera
MCO863530826,Kia New Sportage,67500000,COP,Usado,No,Kia,5,2000,Gasolina,55000 km,NEW SPORTAGE,Mecánica,2.0 Lx,2015,,,,,4x2,Sí
MCO863444520,Toyota Prado Sumo Gx,61500000,COP,Usado,,Toyota,5,2.7,Gasolina,198000 km,Prado,Mecánica,2.7 Sumo,2007,2700 cc,,5,150 hp,4x4,Sí
MCO863444496,Mini,107900000,COP,Usado,Sí,Mini,5,2.0,Gasolina,11000 km,Cooper,Automática,2.0 F55 S Cooper Salt,2020,2 L,,5,192 hp,Delantera,Sí
MCO863364567,Ford Explorer Xlt,19500000,COP,Usado,,Ford,5,4.0,Gasolina,240000 km,Explorer,Automática,4.0 Xlt Elite 160 Hp Ohv,1997,4000 cc,,5,160 hp,4x4,
MCO863426654,Toyota Prado 2014,175000000,COP,Usado,No,Toyota,5,3.0,Diésel,103000 km,Prado,Automática,3.0 Tx-l,2014,3 L,,5,161 hp,4x4,Sí
MCO863363964,Chevrolet Sail Ls,35500000,COP,Usado,,Chevrolet,4,1400,Gasolina,33600 km,Sail,Mecánica,LS,2019,1400 cc,,,,4x2,Sí
MCO863400846,Mitsubishi Nativa 3.5l,81000000,COP,Usado,,Mitsubishi,5,3.5,Gasolina,87000 km,Nativa,Automática,3.5l,2015,3.5 L,,5,184 hp,4x4,Sí
MCO863362440,Renault,45000000,COP,Usado,Sí,Renault,5,1.6,Gasolina,39800 km,Sandero,Mecánica,1.6 Authentique / Life,2019,1.6 L,,5,85 hp,Delantera,Sí
MCO863430167,Chevrolet Cruze Secuencial Sun Roof,34800000,COP,Usado,,Chevrolet,4,,Gasolina,104000 km,Cruze,Automática,Secuencial Sun Roof,2011,,,,,4x2,Sí
MCO863411815,Honda Cr-v 2.4 Ex 4x4,44800000,COP,Usado,No,Honda,5,2400,Gasolina,160000 km,CR-V,Automática,2.4 Ex 4x4,2008,,,,,4x4,Sí
MCO863263298,Suzuki Jimny Mt Campero Full Equipo ,99900000,COP,Usado,Sí,Suzuki,3,1.5,Gasolina,10700 km,Jimny,Mecánica,1.5 CAMPERO 4X4,2021,1500 L,,,,4x4,Sí
MCO863359545,Kia New Sportage Lx 2014,68000000,COP,Usado,No,Kia,5,2000,Diésel,109000 km,NEW SPORTAGE LX,Automática,REVOLUTION,2014,1995 L,,,,4x2,Sí
MCO863263254,Toyota Fortuner Sr5,96000000,COP,Usado,,Toyota,5,2700,Gasolina,80000 km,Fortuner,Mecánica,2.7 Sr5,2013,,,,,4x2,Sí
MCO863180139,Renault,24000000,COP,Usado,,Renault,5,1.2,Gasolina,91959 km,Twingo,Mecánica,1.2 Access +,2013,1150 cc,,5,75 hp,Delantera,Sí
MCO863263240,Mercedes-benz Clase C 200 2.0t Exclusive,97900000,COP,Usado,Sí,Mercedes-Benz,4,2000,Gasolina,20900 km,Clase C,Automática,200 2.0T Exclusive,2017,,,,,4x2,Sí
MCO863263181,Toyota,143000000,COP,Usado,,Toyota,5,4.0,Gasolina,114000 km,Prado,Automática,4.0 Tx-l,2011,3956 cc,,5,271 hp,4x4,Sí
MCO863084144,Toyota Hilux,173500000,COP,Usado,No,Toyota,4,2800,Diésel,73000 km,Hilux,Automática,2.8 Srv,2017,,,,,4x4,Sí
MCO863064828,Chevrolet Aveo ,21900000,COP,Usado,No,Chevrolet,3,1400,Gasolina,81000 km,Aveo,Mecánica,1.4 Coupe,2008,,,,,Delantera,Sí
MCO863359219,Bmw,61000000,COP,Usado,,BMW,5,1.6,Gasolina,67400 km,Serie 1,Automática,1.6 116i F20 Standard,2014,1.6 L,,5,136 hp,Trasera,Sí
MCO863135602,Renault New Koleos Intens2 2019,102000000,COP,Usado,Sí,Renault,5,,Gasolina,31900 km,NEW KOLEOS INTENS2,Automática,INTENS2,2019,2500 L,,,,4x4,
MCO862922660,Renault,64900000,COP,Usado,,Renault,5,2.5,Gasolina,72900 km,Koleos,Automática,2.5 Sportway 4x2,2015,2.5 L,g2,5,170 hp,4x2,Sí
MCO862916232,Toyota Land Cruiser Gxr,200000000,COP,Usado,,Toyota,5,4.5,Diésel,159114 km,Land Cruiser,Automática,4.5 Elite Lc200,2011,4461 cc,,5,235 hp,4x4,Sí
MCO863036440,Chevrolet Captiva Sport,44000000,COP,Usado,,Chevrolet,4,2.4,Gasolina,110000 km,Captiva,Automática,2.4 Sport 182 hp,2014,2.4 L,,5,182 hp,4x2,
MCO862954550,Mini Cooper ,44000000,COP,Usado,No,Mini,3,1600,Gasolina,80742 km,Cooper,Mecánica,1.6,2009,1598 L,,,,4x2,Sí
MCO863031402,Toyota Prado Tx 3.0,138000000,COP,Usado,Sí,Toyota,4,3000,Diésel,123500 km,Prado,Automática,TX 3.0,2013,,,,,4x4,Sí
MCO862903241,Volkswagen Comfortline 2022,70500000,COP,Usado,,Volkswagen,5,1.600,Gasolina,1500 km,Polo,Automática,COMFORTLINE,2022,1600 L,,,,4x2,Sí
MCO862952484,Chevrolet Cheyenne Nt Furgon,17000000,COP,Usado,No,Chevrolet,2,5200,Gasolina y gas,1000 km,Cheyenne,Mecánica,NT Furgon,1995,5200 cc,,,,,No
MCO862945358,Toyota Land Crusier 4.2 Mecanica 4x4,65000000,COP,Usado,No,Toyota,3,4.2,Gasolina,360000 km,Land Cruiser,Mecánica,4.2 Mecanico 4x4,1990,4200 L,,,,4x4,Sí
MCO863022302,Chevrolet Spark 1.0 Life,29900000,COP,Usado,Sí,Chevrolet,5,1.0,Gasolina,7500 km,Spark,Mecánica,Life,2017,4 L,,,,4x2,No
MCO862905560,Hyundai Tucson Ix35 Gl 2016,67000000,COP,Usado,Sí,Hyundai,5,2.0,Gasolina,59000 km,TUCSON IX-35,Mecánica,2.0l,2016,2 L,,5,164 hp,4x2,Sí
MCO863027423,Kia ,116000000,COP,Usado,Sí,Kia,5,2.0,Gasolina,8200 km,Sportage,Automática,2.0l Gasolina 4x2,2021,2 L,,5,153 hp,4x2,Sí
MCO862918230,Toyota Fortuner 2012,97500000,COP,Usado,Sí,Toyota,5,2700,Gasolina,53000 km,FORTUREN,Automática,SR5,2012,2694 L,,,,4x2,Sí
MCO862943686,Kia Picanto 2022,45500000,COP,Usado,Sí,Kia,5,1300,Gasolina,19180 km,Picanto,Mecánica,VIBRANT,2022,1248 L,,,,4x2,Sí
MCO862905127,Ford Explorer 3.5 Limited,78500000,COP,Usado,Sí,Ford,5,3.5,Gasolina,74191 km,Explorer,Automática,3.5,2013,3496 cc,,5,,4x4,Sí
MCO862950178,Renault Duster,64500000,COP,Usado,,Renault,5,2.0,Gasolina,47400 km,Duster,Mecánica,2.0 Dynamique 4x4,2019,2 L,,5,143 hp,4x4,Sí
MCO862780226,Nissan Tiida Miio,33000000,COP,Usado,,Nissan,4,1.6,Gasolina,66600 km,Tiida,Mecánica,1.6 Miio,2014,1.6 L,,5,106 hp,Delantera,Sí
MCO862636211,Chevrolet Luv,24000000,COP,Usado,No,Chevrolet,2,1.6,Gasolina,352172 km,LUV,Mecánica,1.6 Std Tfr,1994,1600 cc,,2,80 hp,4x2,No
MCO862636183,Toyota Land Cruiser Estacas,42000000,COP,Usado,No,Toyota,2,4000,Gasolina y gas,240000 km,Land Cruiser,Mecánica,Estacas,1974,4000 cc,,,,4x4,No
MCO862635592,Mercedes Benz,60000000,COP,Usado,,Mercedes-Benz,4,1.8,Gasolina,77000 km,Clase C,Automática,1.8 Cgi Elegance,2011,1.8 L,,5,184 hp,Trasera,Sí
MCO862623483,Mercedes Benz,78900000,COP,Usado,,Mercedes-Benz,5,1.6,Gasolina,60300 km,Clase A,Automática,1.6 A 200 Essential,2017,1.6 L,,5,154 hp,Delantera,Sí
MCO862635152,Mazda,185000000,COP,Usado,,Mazda,5,2.5,Gasolina,5750 km,CX-9,Automática,2.5 Grand Touring Signature,2021,2.5 L,,5,230 hp,4x4,Sí
MCO862685635,Ford Explorer,45000000,COP,Usado,,Ford,5,4.0,Gasolina,108245 km,Explorer,Automática,4.0 Xlt,2008,3996 cc,,5,210 hp,4x4,Sí
MCO862588825,Toyota,104000000,COP,Usado,,Toyota,5,2700,Gasolina,114684 km,Fortuner,Automática,SR5,2013,2700 L,,,,4x2,
MCO862620541,Ssangyong Rodius D20dtr,90000000,COP,Usado,Sí,Ssangyong,5,2.0,Diésel,50000 km,Rodius,Mecánica,2.0 2wd,2020,2 L,,5,153 hp,4x2,Sí
MCO862683153,Ford Explorer Limited At 4500cc 4x4,120000000,COP,Usado,,Ford,5,4500,Gasolina,93000 km,Explorer,Automática,4.5 Limited,2016,,,,,4x4,Sí
MCO862601355,Cadillac,40000000,COP,Usado,,Cadillac,4,4.9,Gasolina,203000 km,Seville,Automática,4.9 Sls,1993,4900 cc,,5,200 hp,Delantera,
MCO862588334,Volvo,56000000,COP,Usado,,Volvo,5,1.6,Gasolina,44500 km,V40,Automática,1.6 T4 Kinetic,2015,1.6 L,,5,180 hp,Delantera,Sí
MCO862619833,Mazda,62000000,COP,Usado,No,Mazda,5,1.5,Gasolina,43000 km,2,Automática,1.5 Touring,2018,1.5 L,,5,106 hp,Delantera,Sí
MCO862188006,Suzuki Vitara Live Gl 4x2 Automático,65500000,COP,Usado,Sí,Suzuki,5,1600,Gasolina,79960 km,Vitara,Automática,Live GL 4x2 Automático,2018,,,,,4x2,Sí
MCO862244057,Mitsubishi Nativa 3.5l,92500000,COP,Usado,No,Mitsubishi,5,3.5,Gasolina,63280 km,Nativa,Mecánica,3.5l,2015,3.5 L,,5,,4x4,Sí
MCO862262070,Bmw,125000000,COP,Usado,,BMW,5,2.0 TURBO,Gasolina,24000 km,X1,Automática,Sdrive 20i,2019,2000 L,,,,Delantera,
MCO862250198,Ssangyong Korando D20t,53000000,COP,Usado,Sí,Ssangyong,5,2000,Diésel,73000 km,Korando,Mecánica,D20T,2015,,,,,4x2,Sí
MCO862212297,Renault Koleos Sportway 2.5 Automática 4x4,63800000,COP,Usado,,Renault,5,2.5,Gasolina,86600 km,Koleos,Automática,Sport Way 2.5 Automática 4x4,2015,2500 cc,,,,4x4,Sí
MCO862134628,Toyota,115000000,COP,Usado,Sí,Toyota,4,1.8,Gasolina,21000 km,Corolla,Automática,1.8 Xe-i,2020,1.8 L,12,5,138 hp,Delantera,Sí
MCO862127972,Hyundai Accent Gl 2013,35000000,COP,Usado,No,Hyundai,4,1.6,Gasolina,87718 km,Accent,Mecánica,1.6l 4 p,2013,1591 cc,,5,122 hp,Delantera,Sí
MCO862249920,Toyota Hilux Srv,210000000,COP,Usado,Sí,Toyota,4,2.8,Diésel,27500 km,Hilux,Automática,2.8,2020,2.8 L,,5,175 hp,4x4,Sí
MCO862115134,Kia Picanto Ex Ion R,36700000,COP,Usado,Sí,Kia,5,1.2,Gasolina,85209 km,Picanto,Mecánica,1.25 Ion R,2017,1.2 L,,5,87 hp,Delantera,Sí
MCO862185457,Nissan Qashqai,55500000,COP,Usado,,Nissan,5,2.0,Gasolina,87000 km,Qashqai,Automática,2.0l 2wd,2014,2 L,,5,138 hp,4x2,Sí
MCO862242170,Jeep,99800000,COP,Usado,Sí,Jeep,5,2.4,Gasolina,11800 km,Compass,Automática,2.4 4x2 Longitud Aut,2019,2.4 L,,5,172 hp,4x4,Sí
MCO862197664,Bmw,56500000,COP,Usado,,BMW,4,3.0,Gasolina,144000 km,Serie 5,Automática,3.0 530i E60,2004,3 L,,5,272 hp,Trasera,
MCO862248322,Wolkswagen Bora Sport 2009,32000000,COP,Usado,No,Volkswagen,4,2.5,Gasolina,152770 km,Bora,Automática,2.5 Sport,2009,2480 cc,,5,148 hp,Delantera,Sí
MCO862241741,Nissan March,40500000,COP,Usado,Sí,Nissan,5,1.6,Gasolina,22800 km,March,Mecánica,1.6 Active,2020,1.6 L,,5,106 hp,Delantera,Sí
MCO862184398,Bmw,98500000,COP,Usado,Sí,BMW,4,1.5,Gasolina,14600 km,Serie 3,Automática,1.5 318i F30 Lci Exclusive,2018,1499 cc,,5,136 hp,Trasera,Sí
MCO862125336,Hyundai Tucson Ix35 Gl,54000000,COP,Usado,,Hyundai,5,2.0,Diésel,112500 km,TUCSON IX-35,Mecánica,2.0l 4x2,2012,1998 cc,,5,164 hp,4x2,
MCO862112312,Nissan Pathfinder,119000000,COP,Usado,No,Nissan,5,3.5,Gasolina,43000 km,Pathfinder,Automática,3.5 R52 Exclusive,2017,3.5 L,,5,260 hp,4x4,Sí
MCO861970034,Toyota,310000000,COP,Usado,Sí,Toyota,5,XXXXXXX,Diésel,13 km,Prado TX-L,Automática,2800,2022,2800 L,,,,4x4,Sí
MCO861957202,Kia Sportage Desire 2022,115000000,COP,Usado,Sí,Kia,5,2.0,Gasolina,13000 km,Sportage,Automática,Desire,2022,1999 L,,,,,Sí
MCO861989191,Ford Fiesta 2016,46900000,COP,Usado,No,Ford,5,1.6,Gasolina,58300 km,Fiesta,Mecánica,1.6 Sportback titanuim Mecanica,2016,1.6 L,g7,5,120 hp,Delantera,Sí
MCO861968699,Renault Duster Expression,49500000,COP,Usado,Sí,Renault,5,1.6,Gasolina,52000 km,Duster,Mecánica,1.6 Expression Mecánica,2016,1.6 L,,5,110 hp,4x2,Sí
MCO861952472,Toyota Fortuner 2013,95500000,COP,Usado,,Toyota,4,2.7,Gasolina,140000 km,Fortuner,Automática,2.7l 4x2,2013,2.7 L,,5,158 hp,4x2,Sí
MCO861867943,Ford Explorer Limited 4x4,145000000,COP,Usado,Sí,Ford,5,2260,Gasolina,51000 km,Explorer,Automática,Limited 4x4,2018,,,,,4x4,Sí
MCO861846708,Land Rover,150000000,COP,Usado,No,Land Rover,5,2.0,Gasolina,27000 km,Evoque,Automática,2.0 Se Si4,2017,2 L,,5,240 hp,4x4,Sí
MCO861826938,Ford,137000000,COP,Usado,Sí,Ford,5,2.3,Gasolina,32000 km,Explorer,Automática,2.3 Limited 4x4,2018,2.3 L,,5,280 hp,4x4,Sí
MCO861387764,Toyota Hilux 2012,102000000,COP,Usado,No,Toyota,4,3.0,Diésel,111000 km,Hilux,Mecánica,3.0 Srv 161 hp,2012,3 L,,2,161 hp,4x4,Sí
MCO861486515,Ford Escape,61700000,COP,Usado,,Ford,5,2.0,Gasolina,112000 km,Escape,Mecánica,2.0 Se 4x4,2014,2 L,,5,240 hp,4x4,Sí
MCO861387565,Ford Fiesta Titanium,52000000,COP,Usado,Sí,Ford,4,1.6,Gasolina,23900 km,Fiesta,Automática,1.6 Sportback Titanium,2017,1.6 L,g7,5,120 hp,Delantera,
MCO861393874,Mercedes Benz,90000000,COP,Usado,Sí,Mercedes-Benz,4,1.6,Gasolina,39896 km,Clase C,Automática,1.6 Avantgarde,2018,1595 cc,,5,156 hp,Trasera,Sí
MCO861411015,Ford Explorer Limited 3.5 Mod 2017,123000000,COP,Usado,,Ford,5,3.5,Gasolina,50000 km,Explorer,Automática,3.5 Limited,2017,3.5 L,,5,290 hp,4x4,Sí
MCO861375116,Toyota Fortuner 2019,167900000,COP,Usado,Sí,Toyota,4,,Diésel,12200 km,Fortuner,Automática,2.4 DIESEL,2019,2400 L,,,,4x2,
MCO861404340,Nissan,93500000,COP,Usado,Sí,Nissan,5,2.5,Gasolina,23028 km,X-Trail,Automática,2.5 Advance,2018,2.5 L,,5,170 hp,4x2,Sí
MCO861379559,Mercedes-benz Clase Gla 200,82000000,COP,Usado,No,Mercedes-Benz,5,1600,Gasolina,88813 km,Clase GLA,Automática,200,2015,,,,,4x2,Sí
MCO861282489,Volkswagen,29000000,COP,Usado,,Volkswagen,4,2.0,Gasolina,134850 km,Jetta,Automática,2.0 Trendline,2009,1984 cc,v,5,114 hp,Delantera,Sí
MCO861238411,Toyota Fortuner 2.4 Diesel 4x2 ,163500000,COP,Usado,Sí,Toyota,4,2400,Diésel,35000 km,Fortuner,Automática,2.4 Diesel 4x2,2019,,,,,4x2,Sí
MCO861370705,Mazda Cx-5 Grand Touring 2.5 Mod 2018,128900000,COP,Usado,,Mazda,5,2.5,Gasolina,60000 km,CX-5,Automática,2.5 Grand Touring Camioneta,2018,2.5 L,,5,185 hp,4x4,Sí
MCO861219150,Ford,75500000,COP,Usado,,Ford,5,2.0,Gasolina,61000 km,Escape,Automática,2.0 Se 245 hp 4x2,2017,2 L,,5,245 hp,4x2,
MCO861268255,Chevrolet Spark Gt Ltz,38000000,COP,Usado,,Chevrolet,5,1200,Gasolina,42000 km,Spark GT,Mecánica,1.2 Ltz,2017,1200 L,,,,,Sí
MCO861357456,Toyota Hilux 2.8 Crv ,195000000,COP,Usado,Sí,Toyota,4,2.8,Diésel,54230 km,Hilux,Automática,2.8,2019,2.8 L,,5,175 hp,4x4,Sí
MCO861211808,Toyota,184000000,COP,Usado,,Toyota,5,3.0,Diésel,97600 km,Prado,Automática,3.0 Tx-l Fl 170 hp,2015,3 L,,5,170 hp,4x4,Sí
MCO861006820,Chevrolet Traverse,54400000,COP,Usado,Sí,Chevrolet,5,3600,Gasolina,144000 km,Traverse,Automática,3.6,2012,3600 L,,,,4x4,Sí
MCO860862422,Mazda 3 All New ,37800000,COP,Usado,,Mazda,4,1.6,Gasolina,107000 km,3,Mecánica,1.6 Z6na0 All New,2012,1598 cc,,5,104 hp,Delantera,Sí
MCO860945123,Volkwagen New Jetta Confortline,47500000,COP,Usado,,Volkswagen,4,2.0,Gasolina,95693 km,Jetta,Mecánica,NEW JETTA CONFORTLINE,2015,20 L,,,,Delantera,Sí
MCO860956575,Mini Cooper,68000000,COP,Usado,,Mini,3,1500,Gasolina,44000 km,Cooper,Automática,1.5 S,2016,1500 L,,,,,Sí
MCO861018790,Toyota Rav4 Xle Hibrida 2.5 Mod 2021,194900000,COP,Usado,Sí,Toyota,5,,Híbrido,2800 km,RAV4,Automática,XLE Hibrida,2021,2500 cc,,,,4x4,Sí
MCO860874039,Mitsubishi L200,120000000,COP,Usado,,Mitsubishi,5,2.5,Diésel,46014 km,L200,Mecánica,2.5l,2019,2.5 L,,2,134 hp,4x4,Sí
MCO860861061,Ford Explorer Limited 3.5 At 4x4 7pts,95000000,COP,Usado,Sí,Ford,5,3500,Gasolina,89200 km,Explorer,Automática,Limited 3.5 At 4x4 7pts,2015,3500 cc,,,,4x4,Sí
MCO860967169,Volkswagen Jetta Highline,83000000,COP,Usado,Sí,Volkswagen,5,1.4,Gasolina,27500 km,Jetta,Automática,1.4 Tsi Highline,2020,1.4 L,vii,5,150 hp,Delantera,Sí
MCO860879919,Ford Ecosport Se,66900000,COP,Usado,No,Ford,5,2000,Gasolina,27900 km,Ecosport,Automática,SE,2018,,,,,4x2,Sí
MCO860879555,Bmw,118500000,COP,Usado,,BMW,5,2.0,Gasolina,24700 km,X1,Automática,2.0 F48 Sdrive 20i,2018,1998 cc,,5,192 hp,4x2,Sí
MCO860960431,Mazda,69500000,COP,Usado,Sí,Mazda,4,2.0,Gasolina,81650 km,3,Automática,2.0 Grand Touring,2016,2 L,,5,153 hp,Delantera,Sí
MCO860953818,Toyota,23000000,COP,Usado,Sí,Toyota,4,3.0,Gasolina,166181 km,Crown,Automática,3.0 Super Saloon,1993,3 L,g10,5,222 hp,Delantera,Sí
MCO860756636,Nissan,62000000,COP,Usado,Sí,Nissan,4,1.8,Gasolina,55000 km,Sentra,Automática,1.8 B17 Fl Exclusive,2017,1.8 L,,5,129 hp,Delantera,Sí
MCO860856923,Toyota Prado 2018,246000000,COP,Usado,,Toyota,5,3.0,Diésel,42800 km,Prado,Automática,3.0 Tx-l Fl,2018,3 L,,5,170 hp,4x4,Sí
MCO860863337,Toyota,225000000,COP,Usado,Sí,Toyota,5,4.0,Gasolina,64000 km,4Runner,Automática,4.0 Limited Fl,2018,4 L,,5,275 hp,4x4,Sí
MCO860744507,Nissan Tiida,32500000,COP,Usado,,Nissan,4,1.6,Gasolina,72170 km,Tiida,Mecánica,1.6 Miio,2015,1.6 L,,5,106 hp,Delantera,Sí
MCO860869187,Renault,106000000,COP,Usado,Sí,Renault,5,2.5,Gasolina,19400 km,Koleos,Automática,2.5 Zen,2020,2.5 L,,5,170 hp,4x2,Sí
MCO860603154,Mercedes Benz,80000000,COP,Usado,Sí,Mercedes-Benz,5,1.6,Gasolina,65000 km,Clase A,Automática,1.6 A 200,2017,1.6 L,,5,154 hp,Delantera,Sí
MCO860585130,Audi,86500000,COP,Usado,Sí,Audi,5,3.0,Gasolina,67000 km,Q5,Automática,3.0 Tfsi Attraction,2015,2995 cc,,5,272 hp,4x4,Sí
MCO860590987,Kia Sportage Fq Mecánico,44800000,COP,Usado,,Kia,4,2000,Gasolina,103000 km,Sportage,Mecánica,2.0 Tq Mecánico,2011,,,,,4x2,Sí
MCO860309907,Toyota Hilux 2021,175000000,COP,Usado,Sí,Toyota,4,2.4,Diésel,24000 km,Hilux,Mecánica,2.4l,2021,2.4 L,g8,2,147 hp,4x4,Sí
MCO860577319,Ford Ranger Xls,150000000,COP,Usado,Sí,Ford,4,3.2,Diésel,10 km,Ranger,Mecánica,XLS,2022,3200 L,,,,4x4,Sí
MCO860576931,Nissan Urvan 2015,75000000,COP,Usado,No,Nissan,5,2500,Diésel,123000 km,Urban,Mecánica,NV350,2015,2488 L,,,,4x2,Sí
MCO860525813,Toyota,170000000,COP,Usado,,Toyota,4,3.0,Diésel,121000 km,Prado,Automática,3.0 Tx-l,2014,3 L,,5,161 hp,4x4,Sí
MCO860153538,Ssangyong Korando C 2.0,49500000,COP,Usado,Sí,Ssangyong,4,1998,Gasolina,70500 km,Korando,Mecánica,C 2.0,2014,,,,,4x2,Sí
MCO860198546,Kia Picanto Ex,32000000,COP,Usado,,Kia,5,1.2,Gasolina,68320 km,Picanto,Automática,1.25 Ion Xtrem,2012,1.2 L,,5,87 hp,Delantera,Sí
MCO860230460,Volkswagen T-cross 1.0 Comfortline Mod 2021,95000000,COP,Usado,Sí,Volkswagen,5,,Gasolina,1850 km,T-Cross,Automática,Comfortline 1.0,2021,1000 cc,,,,4x2,Sí
MCO860524689,Chevrolet N 300 2018,48000000,COP,Usado,Sí,Chevrolet,4,1.2,Gasolina,26700 km,N300,Mecánica,1.2 Cargo,2018,1.2 L,,2,81 hp,Delantera,Sí
MCO860313581,Chevrolet Beat 2022,47000000,COP,Usado,Sí,Chevrolet,4,1200,Gasolina,9900 km,Beat,Mecánica,PREMIER,2022,1206 L,,,,4x2,Sí
MCO860222873,Toyota,166000000,COP,Usado,,Toyota,5,4.0,Gasolina,106000 km,4Runner,Automática,4.0 Sr5 Fl,2017,4 L,,5,275 hp,4x4,Sí
MCO860318775,Dodge,65000000,COP,Usado,Sí,Dodge,5,2.4,Gasolina,49700 km,Journey,Automática,2.4 Se/express Fl,2017,2.4 L,,5,173 hp,4x2,
MCO860324947,Mini,95000000,COP,Usado,Sí,Mini,5,1.6,Gasolina,18000 km,Countryman,Automática,1.6 R60 Cooper S All4,2015,1.6 L,,5,184 hp,4x4,Sí
MCO860072265,Hyundai New Tucson 2.0 Mod 2019,87000000,COP,Usado,,Hyundai,5,2.0,Gasolina,35000 km,Tucson,Mecánica,2.0 Gl Premium,2019,2 L,,5,154 hp,4x2,Sí
MCO860071784,Chevrolet Luv D Max 3.0 Mod 2010,73000000,COP,Usado,,Chevrolet,2,3.0,Diésel,164242 km,LUV,Mecánica,3.0 Dmax 2 4x4,2010,2999 cc,,5,130 hp,4x4,Sí
MCO860033090,Mazda Cx-30 4x4lx,119500000,COP,Usado,No,Mazda,5,2.5,Gasolina,7100 km,CX-30,Automática,GRAND TOURING,2021,,,,,,Sí
MCO860016694,Nissan,46000000,COP,Usado,Sí,Nissan,5,XXXXXX,Gasolina,41912 km,Versa,Mecánica,1.6 Sense,2018,1600 L,,,,Delantera,Sí
MCO860015532,Toyota,275000000,COP,Usado,Sí,Toyota,4,3.5,Gasolina,56100 km,Tacoma,Automática,3.5 Pro,2019,3.5 L,,5,278 hp,4x4,Sí
MCO860008769,Toyota ,255000000,COP,Usado,,Toyota,4,3.0,Diésel,59633 km,Prado,Automática,3.0 Tx Fl,2019,3 L,,5,170 hp,4x4,Sí
MCO859864706,Toyota,203000000,COP,Usado,,Toyota,4,2.8,Diésel,29500 km,Hilux,Automática,2.8,2020,2.8 L,,5,175 hp,4x4,Sí
MCO859877011,Chevrolet,45900000,COP,Usado,,Chevrolet,5,2.4,Gasolina,76800 km,Captiva,Automática,2.4 Sport 182 hp,2014,2.4 L,,5,182 hp,4x2,
MCO859857759,Hyundai Accent Gl,34000000,COP,Usado,,Hyundai,4,1.4,Gasolina,107000 km,Accent,Mecánica,i25 1.4l 4 p,2012,1396 cc,,5,106 hp,Delantera,
MCO859557846,Hyundai Elantra Premium Gls,55000000,COP,Usado,Sí,Hyundai,4,1.6,Gasolina,24000 km,Elantra,Mecánica,1.6 Premium Nb,2017,1.6 L,,5,128 hp,Delantera,Sí
MCO859451467,Kia Grand Carnival Sedona,42900000,COP,Usado,No,Kia,5,2900,Diésel,201000 km,Grand Carnival Sedona,Automática,2.9 Lx,2008,,,,,4x2,Sí
MCO859272013,Ssangyong Korando 2.0 C Fl Diésel 4x4,54900000,COP,Usado,Sí,Ssangyong,5,2.0,Diésel,99000 km,Korando,Mecánica,2.0 C Fl DiÃ©sel 4x4,2016,2 L,,5,,4x4,Sí
MCO859247765,Chevrolet Tracker Lt 2015,52000000,COP,Usado,,Chevrolet,4,,Gasolina,131000 km,Tracker,Automática,LT,2015,1796 L,,,,4x2,Sí
MCO859228020,Toyota,150000000,COP,Usado,,Toyota,5,3.0,Diésel,103300 km,Prado,Automática,3.0 Tx,2013,2982 cc,,5,161 hp,4x4,Sí
MCO859222087,Mazda Cx 5 Grand Touring 2.5 Mod 2018,123900000,COP,Usado,,Mazda,5,2.5,Gasolina,44000 km,CX-5,Automática,2.5 Grand Touring Camioneta,2018,2.5 L,,5,185 hp,4x4,Sí
MCO859265544,Mazda Cx 5 Grand Touring Lx,133900000,COP,Usado,,Mazda,5,2.5,Gasolina,26739 km,CX-5,Automática,2.5 Grand Touring Lx Camioneta,2020,2.5 L,,5,185 hp,4x4,Sí
MCO859234111,Audi A5 Cabrio,86000000,COP,Usado,,Audi,2,1800,Gasolina,65600 km,A5,Automática,1.8 CABRIO,2014,1800 L,,,,,Sí
MCO859271013,Toyota,105000000,COP,Usado,Sí,Toyota,5,2000,Gasolina,43000 km,RAV4,Automática,STREET 2.0,2017,2000 L,,,,4x2,
MCO858977195,Renault Logan Authentique 1.6 Mod 2017,36300000,COP,Usado,,Renault,4,1.6,Gasolina,60400 km,Logan,Mecánica,1.6 Authentique,2017,1.6 L,,5,85 hp,Delantera,Sí
MCO858969859,Mercedes -benz Clase Cla 180 Amg Line,131900000,COP,Usado,Sí,Mercedes-Benz,4,1.4 Turbo,Gasolina,22700 km,Clase CLA,Automática,180 Amg Line,2020,,,,,4x2,Sí
MCO858902261,Ford Explorer Limited ,79500000,COP,Usado,,Ford,5,3.5,Gasolina,95000 km,Explorer,Automática,3.5 Limited,2014,3.5 L,,5,290 hp,4x4,Sí
